index,Year,Type,Mileage(miles),Engine,PS,Transmission,Fuel,Number_of_Owners,href,PPY,MileageRank,PriceRank,PPYRank,Score,Price(£)
519,2021.0,Hatchback,14500.0,1.5L,147.92899408284023,Automatic,Petrol,2,https://www.autotrader.co.uk/car-details/202212212691685?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=53,3166.555555555556,416,4,147,567,28499.0
520,2016.0,Hatchback,36242.0,1.6L,114.39842209072978,Manual,Diesel,2,https://www.autotrader.co.uk/car-details/202211031328089?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=53,2849.75,267,295,220,782,11399.0
522,2020.0,Hatchback,51000.0,1.0L,93.68836291913216,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202212152545623?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=53,2374.25,172,80,380,632,18994.0
526,2017.0,Hatchback,23550.0,1.6L,114.0,Manual,Diesel,2,https://www.autotrader.co.uk/car-details/202211302157972?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=53,2480.0,359,241,353,953,12400.0
529,2018.0,Hatchback,7130.0,1.4L,123.0,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202210261099118?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=54,2450.0,452,178,361,991,14700.0
530,2017.0,Hatchback,37000.0,1.0L,93.68836291913216,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202212222718175?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=54,2370.0,259,267,383,909,11850.0
531,2019.0,Hatchback,37822.0,1.5L,147.92899408284023,Automatic,Petrol,2,https://www.autotrader.co.uk/car-details/202210281158522?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=54,2570.714285714286,254,104,314,672,17995.0
532,2014.0,Hatchback,50000.0,1.6L,104.0,Manual,Diesel,4,https://www.autotrader.co.uk/car-details/202210190886389?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=54,5495.0,181,321,18,520,10990.0
533,2019.0,Hatchback,22199.0,2.0L,197.23865877712032,Automatic,Petrol,2,https://www.autotrader.co.uk/car-details/202212072335631?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=54,2999.8571428571427,367,41,170,578,20999.0
535,2018.0,Hatchback,27373.0,1.4L,123.2741617357002,Automatic,Petrol,3,https://www.autotrader.co.uk/car-details/202212082381512?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=54,2598.333333333333,334,153,307,794,15590.0
537,2015.0,Hatchback,63076.0,1.0L,93.68836291913216,Manual,Petrol,2,https://www.autotrader.co.uk/car-details/202211262023010?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=55&percentVehiclePriceDeposit=true,3196.6666666666665,108,382,145,635,9590.0
538,2019.0,Hatchback,29100.0,1.0L,114.39842209072978,Automatic,Petrol,1,https://www.autotrader.co.uk/car-details/202211161729025?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=55&percentVehiclePriceDeposit=true,2785.714285714286,321,69,239,629,19500.0
539,2018.0,Hatchback,17000.0,1.4L,123.2741617357002,Manual,Petrol,2,https://www.autotrader.co.uk/car-details/202208239047814?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=55&percentVehiclePriceDeposit=true,2831.6666666666665,401,128,224,753,16990.0
541,2014.0,Hatchback,74000.0,1.4L,120.3155818540434,Manual,Petrol,2,https://www.autotrader.co.uk/car-details/202212062313656?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=55&percentVehiclePriceDeposit=true,4250.0,63,421,41,525,8500.0
542,2019.0,Hatchback,76923.0,1.5L,147.92899408284023,Automatic,Petrol,1,https://www.autotrader.co.uk/car-details/202211021316500?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=55&percentVehiclePriceDeposit=true,2927.1428571428573,57,50,192,299,20490.0
546,2017.0,Hatchback,23010.0,1.4L,147.92899408284023,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202211292123063?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=55&percentVehiclePriceDeposit=true,3199.0,362,148,141,651,15995.0
547,2015.0,Hatchback,95850.0,1.4L,123.0,Manual,Petrol,2,https://www.autotrader.co.uk/car-details/202212022223792?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=56,2831.6666666666665,27,425,223,675,8495.0
548,2015.0,Hatchback,56063.0,1.4L,138.06706114398423,Manual,Petrol,3,https://www.autotrader.co.uk/car-details/202212212692930?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=56,3665.0,139,315,91,545,10995.0
551,2015.0,Hatchback,55000.0,1.4L,138.06706114398423,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202212082384298?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=56,3996.6666666666665,153,264,58,475,11990.0
552,2014.0,Hatchback,116100.0,1.6L,103.0,Manual,Diesel,2,https://www.autotrader.co.uk/car-details/202212212683890?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=56,3397.5,5,461,113,579,6795.0
554,2016.0,Hatchback,66000.0,1.6L,114.0,Manual,Diesel,2,https://www.autotrader.co.uk/car-details/202211081490155?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=56,2497.5,98,367,344,809,9990.0
555,2014.0,Hatchback,72089.0,1.6L,103.55029585798816,Manual,Diesel,2,https://www.autotrader.co.uk/car-details/202210070502884?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=56,4500.0,74,400,33,507,9000.0
558,2018.0,Hatchback,85000.0,1.4L,123.2741617357002,Manual,Petrol,2,https://www.autotrader.co.uk/car-details/202212202662171?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=57,1999.1666666666667,42,258,456,756,11995.0
559,2021.0,Hatchback,16997.0,1.0L,108.48126232741618,Automatic,Petrol,1,https://www.autotrader.co.uk/car-details/202210080531442?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=57,2443.8888888888887,403,29,362,794,21995.0
560,2017.0,Hatchback,40000.0,1.4L,148.0,Manual,Petrol,2,https://www.autotrader.co.uk/car-details/202211171755275?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=57,3336.0,239,139,119,497,16680.0
561,2020.0,Hatchback,20101.0,1.0L,93.68836291913216,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202210080541664?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=57,2121.25,381,130,441,952,16970.0
567,2018.0,Hatchback,18787.0,1.6L,114.0,Manual,Diesel,2,https://www.autotrader.co.uk/car-details/202212212697443?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=58&percentVehiclePriceDeposit=true,2433.333333333333,390,180,365,935,14600.0
570,2021.0,Hatchback,9700.0,1.0L,108.48126232741618,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202211031350430?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=58&percentVehiclePriceDeposit=true,2776.6666666666665,443,17,244,704,24990.0
571,2019.0,Hatchback,14236.0,1.0L,114.39842209072978,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202211061435778?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=58&percentVehiclePriceDeposit=true,2785.5714285714284,418,70,240,728,19499.0
572,2016.0,Hatchback,50765.0,1.4L,123.2741617357002,Manual,Petrol,2,https://www.autotrader.co.uk/car-details/202211282058591?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=58&percentVehiclePriceDeposit=true,2897.5,178,279,203,660,11590.0
573,2016.0,Hatchback,17852.0,1.4L,123.2741617357002,Automatic,Petrol,1,https://www.autotrader.co.uk/car-details/202211191823052?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=58&percentVehiclePriceDeposit=true,3698.75,395,174,87,656,14795.0
574,2019.0,Hatchback,21066.0,1.5L,147.92899408284023,Manual,Petrol,2,https://www.autotrader.co.uk/car-details/202210271111120?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=58&percentVehiclePriceDeposit=true,2855.714285714286,372,63,218,653,19990.0
576,2017.0,Hatchback,30990.0,1.4L,123.0,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202212062310169?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=58&percentVehiclePriceDeposit=true,2595.8,308,220,309,837,12979.0
580,2015.0,Hatchback,92253.0,1.6L,114.39842209072978,Manual,Diesel,7,https://www.autotrader.co.uk/car-details/202211011265509?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=59,2665.0,32,436,282,750,7995.0
581,2016.0,Hatchback,26000.0,1.4L,123.2741617357002,Manual,Petrol,3,https://www.autotrader.co.uk/car-details/202211302158901?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=59,3047.5,344,247,166,757,12190.0
583,2016.0,Hatchback,39792.0,1.4L,147.92899408284023,Automatic,Petrol,2,https://www.autotrader.co.uk/car-details/202211161723658?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=59,3687.5,244,176,88,508,14750.0
584,2016.0,Hatchback,87600.0,1.4L,123.2741617357002,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202211151691875?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=59,2250.0,39,401,413,853,9000.0
586,2020.0,Hatchback,14779.0,1.0L,93.68836291913216,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202211091508517?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=59,2248.75,415,107,418,940,17990.0
591,2014.0,Hatchback,20800.0,1.6L,103.55029585798816,Manual,Diesel,2,https://www.autotrader.co.uk/car-details/202212152548578?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=60,5347.5,373,334,20,727,10695.0
600,2015.0,Hatchback,41000.0,1.4L,120.3155818540434,Manual,Petrol,2,https://www.autotrader.co.uk/car-details/202209079525493?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=61&percentVehiclePriceDeposit=true,3496.6666666666665,229,344,102,675,10490.0
605,2018.0,Hatchback,58000.0,1.4L,123.2741617357002,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202209189877524?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=61&percentVehiclePriceDeposit=true,2124.833333333333,129,223,440,792,12749.0
606,2015.0,Hatchback,30700.0,1.4L,123.0,Manual,Petrol,2,https://www.autotrader.co.uk/car-details/202211081487223?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=61&percentVehiclePriceDeposit=true,3831.3333333333335,310,288,71,669,11494.0
610,2015.0,Hatchback,38464.0,1.6L,114.39842209072978,Manual,Diesel,2,https://www.autotrader.co.uk/car-details/202209260110974?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=62,3220.0,248,380,137,765,9660.0
615,2017.0,Hatchback,30657.0,1.6L,114.39842209072978,Manual,Diesel,1,https://www.autotrader.co.uk/car-details/202212072334826?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=62,2749.8,311,201,251,763,13749.0
617,2019.0,Hatchback,8803.0,1.0L,114.39842209072978,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202211302134734?include-delivery-option=on&model=A1&radius=1500&postcode=br49jd&exclude-writeoff-categories=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&page=63,2870.714285714286,447,56,211,714,20095.0
618,2022.0,Hatchback,3529.0,1.0L,108.48126232741618,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202210130683735?include-delivery-option=on&model=A1&radius=1500&postcode=br49jd&exclude-writeoff-categories=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&page=63,2599.5,458,9,303,770,25995.0
622,2019.0,Hatchback,20000.0,1.0L,114.39842209072978,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202212012189399?include-delivery-option=on&model=A1&radius=1500&postcode=br49jd&exclude-writeoff-categories=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&page=63,2499.285714285714,383,116,338,837,17495.0
623,2019.0,Hatchback,12107.0,1.0L,114.39842209072978,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202209019327993?include-delivery-option=on&model=A1&radius=1500&postcode=br49jd&exclude-writeoff-categories=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&page=63,2456.8571428571427,427,124,359,910,17198.0
624,2014.0,Hatchback,55000.0,1.4L,120.3155818540434,Manual,Petrol,2,https://www.autotrader.co.uk/car-details/202210140716759?include-delivery-option=on&model=A1&radius=1500&postcode=br49jd&exclude-writeoff-categories=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&page=63,4249.5,152,423,42,617,8499.0
626,2016.0,Hatchback,55993.0,1.6L,114.39842209072978,Manual,Diesel,2,https://www.autotrader.co.uk/car-details/202212062315223?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=64,2462.5,140,375,356,871,9850.0
627,2019.0,Hatchback,26350.0,1.0L,114.0,Automatic,Petrol,1,https://www.autotrader.co.uk/car-details/202208249098296?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=64,2642.1428571428573,341,92,288,721,18495.0
629,2017.0,Hatchback,74358.0,1.6L,114.39842209072978,Manual,Diesel,2,https://www.autotrader.co.uk/car-details/202210251050114?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=64,1959.8,61,376,461,898,9799.0
630,2014.0,Hatchback,52100.0,1.4L,120.3155818540434,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202212172595630?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=64,3755.0,164,447,76,687,7510.0
633,2019.0,Hatchback,55805.0,1.0L,114.39842209072978,Automatic,Petrol,1,https://www.autotrader.co.uk/car-details/202212202649043?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=64,2757.0,141,74,249,464,19299.0
634,2014.0,Hatchback,68000.0,1.6L,103.55029585798816,Manual,Diesel,3,https://www.autotrader.co.uk/car-details/202212072361054?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=64,3495.0,92,459,104,655,6990.0
635,2019.0,Hatchback,30000.0,1.5L,147.92899408284023,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202212082385577?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=64,2963.5714285714284,316,43,184,543,20745.0
637,2020.0,Hatchback,20671.0,1.0L,114.39842209072978,Automatic,Petrol,2,https://www.autotrader.co.uk/car-details/202208208962726?include-delivery-option=on&model=A1&radius=1500&postcode=br49jd&exclude-writeoff-categories=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&page=65,2562.5,374,46,320,740,20500.0
643,2020.0,Hatchback,16019.0,1.0L,93.68836291913216,Automatic,Petrol,1,https://www.autotrader.co.uk/car-details/202212032236980?include-delivery-option=on&model=A1&radius=1500&postcode=br49jd&exclude-writeoff-categories=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&page=65,2569.375,410,45,316,771,20555.0
648,2019.0,Hatchback,15817.0,1.5L,147.92899408284023,Manual,Petrol,1,https://www.autotrader.co.uk/car-details/202211061422833?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=66,2924.285714285714,411,52,194,657,20470.0
651,2016.0,Hatchback,40000.0,1.4L,123.2741617357002,Manual,Petrol,2,https://www.autotrader.co.uk/car-details/202212022223437?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=66,2999.75,241,255,171,667,11999.0
652,2019.0,Hatchback,19868.0,1.0L,114.39842209072978,Manual,Petrol,2,https://www.autotrader.co.uk/car-details/202212202662589?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=66,2712.714285714286,385,84,269,738,18989.0
654,2019.0,Hatchback,23645.0,1.5L,147.92899408284023,Automatic,Petrol,1,https://www.autotrader.co.uk/car-details/202211011278239?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=66,3070.0,358,32,163,553,21490.0
658,2015.0,Hatchback,80000.0,1.6L,114.0,Manual,Diesel,2,https://www.autotrader.co.uk/car-details/202211211869702?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=67,2866.6666666666665,48,418,213,679,8600.0
659,2015.0,Hatchback,111000.0,1.6L,114.39842209072978,Manual,Diesel,1,https://www.autotrader.co.uk/car-details/202206206959095?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=67,2483.333333333333,7,451,352,810,7450.0
661,2017.0,Hatchback,70000.0,1.6L,114.0,Manual,Diesel,1,https://www.autotrader.co.uk/car-details/202212132486992?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=67,2398.2,82,261,373,716,11991.0
662,2014.0,Hatchback,103104.0,1.4L,120.3155818540434,Automatic,Petrol,1,https://www.autotrader.co.uk/car-details/202212052299876?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=67,4125.0,15,432,53,500,8250.0
663,2014.0,Hatchback,106000.0,1.6L,103.55029585798816,Manual,Diesel,2,https://www.autotrader.co.uk/car-details/202212222712545?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=67,2747.5,10,468,257,735,5495.0
